Age,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,Gender_female,Gender_male,Gender_other,no_employees_mid
28,United States,CA,no,Yes,Yes,Sometimes,26-100,No,No,Yes,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Yes,No,False,True,False,63
42,New Zealand,Unknown,no,No,Yes,Sometimes,more than 1000,No,No,No,Yes,Unknown,No,Yes,Difficult,Yes,Maybe,Maybe,Maybe,No,Yes,No,Yes,False,True,False,1500
33,United States,MO,no,Yes,No,Sometimes,500-1000,No,Yes,Yes,No,Unknown,Unknown,Unknown,Easy,No,No,Yes,Yes,Yes,Yes,Yes,No,False,True,False,750
29,United States,CA,no,No,No,Sometimes,more than 1000,No,Yes,Yes,No,Yes,No,Unknown,Easy,Yes,Maybe,No,No,No,No,Maybe,No,False,True,False,1500
43,United States,Unknown,no,Yes,No,Sometimes,500-1000,No,No,Yes,Unknown,No,Unknown,Unknown,Easy,Maybe,No,No,Maybe,No,Maybe,No,No,False,True,False,750
29,United States,NY,no,No,No,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Unknown,Easy,No,No,Maybe,Maybe,Maybe,Maybe,Yes,No,False,True,False,63
25,United States,TX,no,No,No,Sometimes,100-500,Yes,Yes,Yes,No,No,No,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Maybe,No,False,True,False,300
31,United States,MO,no,Yes,No,Never,100-500,No,Yes,Unknown,No,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Yes,No,No,Maybe,No,False,True,False,300
35,United States,GA,no,Yes,Yes,Sometimes,6-25,No,No,Yes,Unknown,Yes,Yes,Yes,Difficult,Maybe,Maybe,Maybe,Yes,No,Maybe,Yes,No,True,False,False,15
34,United States,TX,no,No,No,Often,1-5,No,Yes,Unknown,No,No,Yes,Unknown,Easy,No,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,3
43,United States,WA,no,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Yes,Yes,Difficult,Yes,Maybe,Maybe,No,No,Maybe,No,Yes,False,False,True,300
38,United States,WA,no,Yes,Yes,Sometimes,100-500,No,Yes,No,Unknown,No,No,Unknown,Difficult,Yes,Yes,No,Maybe,No,Maybe,No,No,False,True,False,300
26,United States,WA,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Unknown,Unknown,No,Yes,Yes,Difficult,Maybe,No,Maybe,Maybe,Yes,Yes,No,Yes,False,True,False,1500
38,United Kingdom,Unknown,yes,Yes,Yes,Rarely,1-5,Yes,No,No,No,No,No,Yes,Difficult,Maybe,No,No,No,No,No,No,No,False,True,False,3
42,United States,TX,no,No,Yes,Often,6-25,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,Yes,Maybe,No,No,No,Maybe,Maybe,No,False,True,False,15
33,Netherlands,Unknown,no,Yes,Yes,Sometimes,6-25,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes,False,True,False,15
32,United States,WA,no,No,Yes,Rarely,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,No,Maybe,Maybe,No,No,Maybe,No,False,True,False,1500
44,United States,WA,no,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Difficult,Maybe,Maybe,Maybe,Yes,No,Maybe,No,No,False,True,False,15
28,United States,WA,no,Yes,Yes,Rarely,more than 1000,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,Easy,Maybe,No,Maybe,No,No,No,No,No,False,True,False,1500
40,United States,WA,no,Yes,Yes,Sometimes,more than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Difficult,Yes,No,Maybe,Maybe,No,Maybe,Maybe,Yes,False,True,False,1500
31,United States,AZ,no,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,Unknown,Yes,Easy,Maybe,No,Maybe,Yes,No,No,Yes,No,True,False,False,750
32,United States,WA,no,Yes,No,Sometimes,100-500,No,Yes,Yes,Yes,Yes,Yes,Unknown,Easy,Yes,No,Maybe,No,No,No,Maybe,No,False,True,False,300
28,United States,WA,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Unknown,No,Unknown,Unknown,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,No,No,False,True,False,1500
39,United States,AZ,no,Yes,Yes,Often,26-100,No,Yes,Yes,Yes,No,No,Yes,Easy,Yes,No,Maybe,No,No,No,No,No,False,True,False,63
45,United States,NY,no,No,No,Sometimes,more than 1000,No,No,Yes,Yes,Yes,Yes,Unknown,Easy,No,No,Maybe,Maybe,No,No,Yes,No,False,True,False,1500
43,United States,WA,no,No,Yes,Rarely,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Unknown,Easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,False,True,False,1500
35,United States,CA,no,No,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Difficult,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,No,False,True,False,1500
40,United States,WA,no,Yes,Yes,Sometimes,6-25,No,Yes,Yes,Yes,Unknown,Unknown,Yes,Easy,Maybe,No,Maybe,Maybe,No,No,Maybe,No,False,True,False,15
34,Netherlands,Unknown,no,No,Yes,Rarely,26-100,No,Yes,No,Yes,No,No,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,False,True,False,63
24,United Kingdom,Unknown,no,Yes,Yes,Often,26-100,No,No,Unknown,Yes,No,No,No,Easy,Yes,Maybe,Maybe,Yes,No,Maybe,No,Yes,False,True,False,63
61,South Africa,Unknown,yes,No,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Unknown,Difficult,Yes,Maybe,Maybe,Yes,No,Maybe,No,Yes,False,True,False,3
36,United States,WA,no,Yes,Yes,Rarely,6-25,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,Yes,Maybe,Maybe,No,No,No,Maybe,No,True,False,False,15
38,United States,TN,no,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Yes,Easy,Maybe,No,Maybe,Yes,Maybe,Maybe,Maybe,No,False,True,False,15
33,Germany,Unknown,no,Yes,Yes,Often,26-100,No,Yes,Unknown,Unknown,Yes,No,Yes,Easy,No,No,Maybe,Yes,Yes,Yes,Yes,No,False,True,False,63
30,United States,WA,no,Yes,No,Never,more than 1000,No,No,Unknown,No,No,Unknown,Unknown,Easy,Yes,Maybe,No,No,No,No,No,No,False,True,False,1500
34,Netherlands,Unknown,yes,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Yes,Maybe,No,Maybe,Yes,No,False,True,False,3
26,United States,CA,no,No,Yes,Rarely,more than 1000,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Maybe,No,Maybe,No,No,False,True,False,1500
33,United Kingdom,Unknown,no,No,No,Sometimes,more than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Yes,Maybe,Maybe,Maybe,No,False,True,False,1500
32,United Kingdom,Unknown,no,No,No,Sometimes,6-25,No,Yes,Unknown,No,No,No,Unknown,Easy,No,No,No,Yes,No,Maybe,No,No,False,True,False,15
25,Germany,Unknown,yes,No,No,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Yes,Easy,No,No,Maybe,Yes,Yes,Yes,Yes,No,False,True,False,15
35,Germany,Unknown,yes,No,Yes,Sometimes,26-100,Yes,No,Unknown,No,No,No,Unknown,Difficult,Yes,Maybe,Yes,No,No,Maybe,Maybe,No,False,True,False,63
24,United Kingdom,Unknown,yes,Yes,No,Often,1-5,Yes,Yes,Unknown,Unknown,No,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,3
55,United Kingdom,Unknown,no,No,Yes,Often,more than 1000,No,No,Yes,Yes,Yes,Yes,Unknown,Easy,Yes,Maybe,No,Maybe,No,Maybe,No,Yes,False,True,False,1500
33,United Kingdom,Unknown,yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,No,No,No,Difficult,Yes,Maybe,Maybe,Maybe,No,Maybe,No,Yes,False,True,False,3
26,United Kingdom,Unknown,yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Unknown,Easy,Maybe,No,Maybe,Yes,No,Maybe,Yes,No,True,False,False,3
25,United Kingdom,Unknown,no,No,No,Never,6-25,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Yes,Yes,No,No,Maybe,No,False,True,False,15
45,United Kingdom,Unknown,no,Yes,No,Rarely,100-500,No,No,Unknown,No,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,Maybe,No,False,True,False,300
33,United Kingdom,Unknown,yes,No,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,Yes,No,No,Maybe,No,True,False,False,3
43,United States,MI,no,No,No,Sometimes,more than 1000,Yes,Yes,No,Unknown,No,No,Unknown,Difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,False,True,False,1500
30,United Kingdom,Unknown,yes,No,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,No,Difficult,Yes,Yes,No,No,No,No,Yes,Yes,False,True,False,15
40,United States,IN,no,Yes,Yes,Rarely,6-25,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,No,No,Yes,Yes,No,Maybe,Maybe,No,False,True,False,15
49,United States,GA,no,Yes,No,Never,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Yes,Yes,No,No,Yes,No,False,True,False,1500
29,Germany,Unknown,no,No,No,Sometimes,6-25,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,No,No,Maybe,Yes,Maybe,Yes,Maybe,No,False,True,False,15
26,Germany,Unknown,no,No,No,Sometimes,500-1000,No,Yes,Unknown,No,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Maybe,Maybe,Maybe,Maybe,No,False,True,False,750
38,United States,WA,no,No,No,Never,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,Maybe,Maybe,Maybe,No,Maybe,No,Yes,False,False,True,1500
27,France,Unknown,no,Yes,No,Sometimes,500-1000,No,No,Yes,Yes,Unknown,No,Yes,Easy,Maybe,Maybe,No,Maybe,No,Maybe,Maybe,Yes,False,True,False,750
26,Belgium,Unknown,no,No,No,Never,6-25,No,Yes,Yes,No,No,No,No,Easy,Maybe,No,No,No,No,No,Maybe,No,False,True,False,15
28,United Kingdom,Unknown,no,Yes,Yes,Often,26-100,No,Yes,No,No,No,No,Unknown,Easy,Maybe,Maybe,Yes,Yes,No,No,No,No,False,True,False,63
40,United States,ME,no,Yes,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Yes,No,Maybe,No,No,False,True,False,3
37,Canada,Unknown,yes,Yes,Yes,Rarely,1-5,Yes,Yes,No,Yes,No,No,Yes,Easy,Yes,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,True,False,False,3
34,United Kingdom,Unknown,no,Yes,Yes,Often,26-100,Yes,No,Yes,Yes,No,Yes,No,Easy,Yes,Yes,Maybe,No,No,No,Maybe,No,True,False,False,63
28,United States,NY,no,Yes,Yes,Often,100-500,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Yes,Maybe,No,False,True,False,300
27,Canada,Unknown,no,No,No,Never,26-100,No,Yes,Yes,Unknown,Yes,No,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,False,True,False,63
29,United Kingdom,Unknown,no,No,Yes,Sometimes,6-25,Yes,Yes,No,No,No,No,Unknown,Easy,No,No,Yes,Yes,No,Yes,Yes,No,False,True,False,15
39,United Kingdom,Unknown,no,Yes,No,Rarely,500-1000,Yes,Yes,Unknown,Unknown,No,No,Unknown,Difficult,Yes,Yes,No,No,No,No,No,Yes,True,False,False,750
28,United Kingdom,Unknown,no,No,No,Often,6-25,No,Yes,No,No,No,No,No,Difficult,Yes,No,No,No,No,Yes,Yes,No,False,True,False,15
23,United States,PA,no,Yes,No,Sometimes,26-100,No,Yes,Yes,Unknown,Yes,Yes,Yes,Easy,No,No,No,No,No,Maybe,Maybe,No,False,True,False,63
38,United Kingdom,Unknown,no,No,No,Sometimes,1-5,Yes,Yes,No,No,No,No,Yes,Easy,No,No,Maybe,Yes,No,No,Maybe,No,False,True,False,3
19,United Kingdom,Unknown,no,No,No,Sometimes,6-25,No,Yes,Yes,No,No,Yes,Unknown,Easy,No,No,Yes,Yes,No,No,Yes,No,False,True,False,15
30,United States,IL,no,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Unknown,Yes,Easy,No,No,Maybe,No,No,No,Yes,No,True,False,False,63
28,United Kingdom,Unknown,yes,No,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,Easy,Maybe,Maybe,No,No,No,No,Yes,No,False,True,False,3
20,India,Unknown,no,No,Yes,Sometimes,26-100,No,Yes,Unknown,No,No,No,Unknown,Easy,Yes,No,No,No,No,Maybe,Yes,No,False,True,False,63
35,United Kingdom,Unknown,yes,No,No,Sometimes,1-5,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,No,No,Maybe,Yes,No,No,Maybe,No,False,True,False,3
39,United States,MN,no,No,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,No,No,Yes,Easy,Maybe,No,Maybe,Yes,No,No,Maybe,No,False,True,False,300
31,United States,TX,no,Yes,No,Never,more than 1000,No,No,Yes,Unknown,No,Unknown,Unknown,Easy,Yes,Yes,No,No,No,No,Maybe,No,True,False,False,1500
32,United Kingdom,Unknown,no,No,No,Rarely,500-1000,No,Yes,No,No,No,No,Unknown,Easy,Yes,No,No,No,No,No,Maybe,No,False,True,False,750
27,Sweden,Unknown,no,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,Easy,No,No,No,No,No,No,Maybe,No,False,True,False,15
25,United States,PA,no,Yes,Yes,Often,6-25,Yes,Yes,Yes,Yes,No,Unknown,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Maybe,No,False,True,False,15
42,United States,IN,no,Yes,Yes,Sometimes,6-25,Yes,Yes,Unknown,No,No,Unknown,Unknown,Easy,Maybe,No,Maybe,Yes,No,Maybe,Maybe,No,False,True,False,15
34,United States,PA,no,Yes,Yes,Often,100-500,No,Yes,Yes,Yes,No,No,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Maybe,No,False,True,False,300
26,United States,OH,no,No,Yes,Sometimes,26-100,Yes,Yes,Unknown,No,No,Unknown,Unknown,Easy,Maybe,No,Maybe,No,Maybe,Maybe,Maybe,Yes,True,False,False,63
35,United Kingdom,Unknown,no,Yes,Yes,Sometimes,1-5,No,Yes,No,Yes,No,No,Yes,Easy,Yes,Yes,Maybe,Maybe,No,Maybe,Yes,Yes,False,True,False,3
34,United Kingdom,Unknown,no,No,No,Never,500-1000,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,Maybe,No,Yes,Yes,No,No,Yes,No,False,True,False,750
38,United States,PA,no,Yes,Yes,Sometimes,100-500,Yes,No,Yes,Yes,No,Yes,Yes,Easy,No,No,Yes,Yes,Yes,Yes,Maybe,No,False,True,False,300
34,United States,SD,no,No,No,Sometimes,100-500,No,Yes,Unknown,No,No,No,Unknown,Easy,Yes,No,Maybe,No,No,Maybe,Maybe,No,False,True,False,300
39,United States,IN,no,Yes,Yes,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Yes,Easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No,False,True,False,15
44,United States,CA,no,No,No,Sometimes,100-500,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,Yes,No,No,No,No,No,Maybe,No,True,False,False,300
40,United States,TN,no,No,No,Sometimes,more than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,No,No,Yes,No,No,Maybe,No,False,True,False,1500
33,United States,TX,yes,No,No,Never,1-5,Yes,Yes,No,Yes,Unknown,Unknown,Yes,Easy,Maybe,No,No,Maybe,No,No,Yes,No,True,False,False,3
24,United States,TN,no,Yes,No,Sometimes,more than 1000,No,No,Yes,Yes,No,Unknown,Unknown,Difficult,Yes,Maybe,Maybe,Maybe,No,No,No,Yes,True,False,False,1500
38,United States,OR,no,Yes,No,Sometimes,26-100,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Yes,No,No,Maybe,No,True,False,False,63
31,United States,SD,no,No,No,Sometimes,more than 1000,No,Yes,Yes,Unknown,Yes,Yes,Yes,Easy,Yes,Maybe,Maybe,Maybe,No,Maybe,Yes,No,False,True,False,1500
23,Israel,Unknown,no,No,No,Sometimes,100-500,No,Yes,Unknown,Unknown,No,No,Yes,Easy,Maybe,No,Maybe,Yes,Maybe,Yes,Maybe,No,False,True,False,300
26,United States,NY,no,No,No,Sometimes,6-25,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,No,No,Yes,Yes,No,Maybe,Yes,No,True,False,False,15
46,United States,CT,no,No,Yes,Often,more than 1000,No,No,Yes,Yes,Yes,Yes,Unknown,Easy,Yes,No,Maybe,Maybe,No,No,No,Yes,False,False,True,1500
30,United States,CA,no,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,Maybe,No,False,True,False,63
25,United States,Unknown,no,No,No,Rarely,26-100,Yes,Yes,Unknown,No,No,No,Unknown,Easy,Yes,No,Maybe,Maybe,No,Yes,Maybe,Yes,False,True,False,63
19,Canada,Unknown,no,No,No,Never,26-100,Yes,Yes,Unknown,No,No,No,Unknown,Easy,No,No,Maybe,Maybe,No,Maybe,No,No,False,True,False,63
30,United States,GA,no,Yes,Yes,Sometimes,500-1000,No,No,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,Maybe,Maybe,Maybe,No,No,No,Yes,True,False,False,750
32,United States,TN,no,No,No,Never,6-25,No,Yes,Yes,Yes,Yes,Yes,Unknown,Easy,No,No,Yes,Yes,No,Maybe,Yes,No,False,True,False,15
32,United Kingdom,Unknown,no,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,Easy,Maybe,Maybe,No,No,No,Maybe,Maybe,No,False,True,False,15
37,United States,IN,no,Yes,No,Sometimes,26-100,Yes,Yes,Unknown,No,No,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Maybe,No,No,False,True,False,63
42,United States,CA,no,Yes,Yes,Sometimes,6-25,Yes,Yes,Unknown,No,No,Unknown,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,No,False,True,False,15
25,United States,OR,no,No,No,Never,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Unknown,Easy,Maybe,No,Maybe,Yes,Maybe,No,Yes,No,True,False,False,1500
19,United States,IN,no,No,No,Sometimes,1-5,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,No,No,Maybe,Yes,Maybe,Maybe,Maybe,No,False,True,False,3
40,United States,GA,no,Yes,No,Never,100-500,Yes,Yes,Yes,Yes,Yes,No,Unknown,Easy,Yes,Yes,No,No,No,No,Maybe,No,True,False,False,300
34,United States,IN,no,No,No,Sometimes,more than 1000,No,No,Yes,Unknown,Yes,Unknown,Unknown,Easy,Maybe,Maybe,Maybe,Yes,No,No,Maybe,No,False,True,False,1500
26,United States,MN,no,Yes,No,Sometimes,6-25,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,No,No,Maybe,Yes,No,No,Yes,No,False,True,False,15
31,United States,MN,no,Yes,Yes,Rarely,6-25,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,False,True,False,15
40,United States,NC,no,Yes,No,Sometimes,more than 1000,Yes,No,Yes,Unknown,Yes,Unknown,Unknown,Easy,Yes,Maybe,Maybe,Maybe,No,Maybe,No,No,False,True,False,1500
31,United States,FL,no,Yes,Yes,Often,26-100,No,Yes,No,No,No,No,No,Difficult,Yes,No,No,No,No,Yes,No,Yes,True,False,False,63
36,United States,MN,no,No,No,Never,100-500,No,No,Unknown,No,No,Unknown,Unknown,Easy,Yes,Maybe,No,No,No,Maybe,Maybe,Yes,False,True,False,300
35,Canada,Unknown,no,Yes,No,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Unknown,Easy,Maybe,No,No,Maybe,No,No,Maybe,No,False,True,False,15
26,Australia,Unknown,no,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Yes,Easy,No,No,Yes,Yes,No,Maybe,Yes,No,False,True,False,63
44,United States,MO,no,No,No,Sometimes,more than 1000,Yes,No,Unknown,No,Unknown,Unknown,Yes,Easy,Yes,No,Maybe,No,No,No,No,No,False,True,False,1500
34,United States,CA,no,No,No,Sometimes,1-5,No,Yes,No,Unknown,No,No,Unknown,Easy,No,No,Maybe,Yes,No,Maybe,Yes,No,True,False,False,3
35,United States,OR,no,No,No,Sometimes,6-25,Yes,Yes,No,No,No,No,Unknown,Easy,No,No,No,No,No,No,Maybe,No,False,True,False,15
28,United States,OH,no,Yes,Yes,Sometimes,26-100,Yes,Yes,Unknown,No,No,No,Unknown,Easy,Yes,No,Maybe,Maybe,No,Maybe,No,No,True,False,False,63
33,United States,NY,no,No,No,Sometimes,6-25,Yes,Yes,Yes,No,Unknown,Yes,Yes,Easy,No,No,Maybe,Yes,No,No,Yes,No,False,True,False,15
40,United States,WI,no,Yes,Yes,Sometimes,more than 1000,Yes,Yes,Yes,Yes,No,Yes,Unknown,Easy,Yes,No,No,No,No,Maybe,Maybe,No,False,True,False,1500
26,United States,WA,no,No,Yes,Sometimes,6-25,No,Yes,Yes,Yes,No,No,Yes,Easy,Maybe,No,Maybe,No,No,Maybe,Maybe,No,False,True,False,15
29,United Kingdom,Unknown,no,No,Yes,Often,more than 1000,No,No,Yes,Yes,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,Yes,No,Yes,True,False,False,1500
26,Canada,Unknown,no,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Unknown,No,No,Yes,Easy,Maybe,No,Maybe,No,No,Maybe,Maybe,No,True,False,False,300
33,Italy,Unknown,no,Yes,Yes,Sometimes,6-25,No,Yes,No,Unknown,No,No,Unknown,Easy,No,No,Maybe,Yes,No,No,Maybe,No,False,False,True,15
28,Brazil,Unknown,no,Yes,No,Sometimes,100-500,No,Yes,No,No,No,No,Unknown,Easy,No,No,Maybe,Maybe,No,No,Maybe,Yes,False,True,False,300
41,United States,IL,yes,No,Yes,Often,1-5,Yes,No,No,Yes,Yes,Yes,Yes,Difficult,No,No,Maybe,Maybe,No,No,Yes,Yes,False,True,False,3
39,United Kingdom,Unknown,yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,Yes,Yes,Difficult,No,No,Yes,Yes,No,Maybe,Yes,Yes,False,True,False,3
26,United States,WA,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,No,No,Unknown,Easy,No,No,Maybe,Yes,No,Maybe,No,Yes,True,False,False,1500
23,United States,IL,no,Yes,No,Sometimes,26-100,No,No,No,No,No,No,Unknown,Difficult,Yes,No,No,Maybe,No,Maybe,No,No,True,False,False,63
35,Switzerland,Unknown,no,Yes,Yes,Often,more than 1000,No,Yes,Unknown,Unknown,No,No,Yes,Easy,No,No,Maybe,Maybe,No,Maybe,No,No,False,True,False,1500
36,United States,FL,no,No,No,Never,1-5,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Maybe,No,No,Maybe,No,False,True,False,3
42,United States,TN,no,No,No,Rarely,more than 1000,No,No,Unknown,No,No,Unknown,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,No,No,False,True,False,1500
39,United States,WA,no,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,Unknown,Yes,Easy,No,No,Maybe,Yes,No,No,Yes,No,False,True,False,750
27,United States,CA,no,No,No,Never,6-25,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,Maybe,No,Maybe,Yes,Maybe,Maybe,Maybe,No,False,True,False,15
33,United States,FL,yes,No,No,Never,6-25,Yes,Yes,Unknown,No,No,No,No,Easy,Maybe,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,15
31,Canada,Unknown,no,Yes,Yes,Often,more than 1000,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,Maybe,No,False,True,False,1500
28,United States,OR,no,No,Yes,Rarely,6-25,No,Yes,Yes,Yes,Unknown,Yes,Yes,Easy,No,No,Maybe,Maybe,No,Yes,Maybe,No,True,False,False,15
29,United States,NJ,no,No,Yes,Often,more than 1000,Yes,No,Yes,No,No,No,Unknown,Easy,No,No,Maybe,Yes,Maybe,Maybe,Maybe,No,True,False,False,1500
27,United States,CA,no,No,Yes,Sometimes,100-500,No,Yes,Unknown,Unknown,No,No,Yes,Difficult,Maybe,No,Maybe,No,No,Maybe,No,No,False,True,False,300
44,United States,FL,yes,No,No,Never,1-5,Yes,Yes,Unknown,No,No,No,Yes,Difficult,No,No,No,No,No,No,Maybe,No,False,True,False,3
25,United States,UT,no,No,Yes,Often,6-25,Yes,Yes,Unknown,No,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,Maybe,No,False,True,False,15
24,Germany,Unknown,no,Yes,Yes,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,Easy,Maybe,No,Yes,Yes,No,No,Maybe,No,False,True,False,15
25,South Africa,Unknown,no,Yes,Yes,Often,6-25,No,No,Unknown,No,No,No,Yes,Easy,No,No,Maybe,Yes,No,Maybe,No,Yes,False,True,False,15
34,United States,NJ,no,No,No,Never,6-25,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,Maybe,No,Maybe,No,Maybe,Maybe,No,False,True,False,15
26,United States,PA,no,No,No,Never,more than 1000,No,No,Yes,Yes,No,Unknown,Unknown,Difficult,Maybe,No,No,Yes,No,No,Maybe,No,False,True,False,1500
48,United States,IN,no,No,No,Never,26-100,No,No,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,No,Maybe,Yes,No,Maybe,Maybe,No,False,True,False,63
34,Greece,Unknown,no,No,No,Sometimes,26-100,Yes,Yes,No,No,No,No,Unknown,Difficult,Yes,Maybe,Maybe,No,No,Maybe,No,No,False,True,False,63
39,United States,OH,no,No,Yes,Sometimes,6-25,Yes,Yes,No,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,Maybe,No,No,True,False,False,15
43,United States,OH,no,No,No,Sometimes,more than 1000,Yes,Yes,Yes,Unknown,No,Yes,Unknown,Easy,Maybe,No,No,No,No,No,Maybe,No,False,True,False,1500
41,United States,IL,no,No,No,Rarely,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Unknown,Easy,Maybe,Maybe,Maybe,No,No,No,Yes,Yes,False,True,False,1500
25,United States,IN,no,No,No,Never,more than 1000,No,No,Unknown,No,No,No,Unknown,Easy,No,No,Maybe,Yes,No,No,Maybe,No,False,True,False,1500
31,United States,CA,no,No,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,No,No,False,True,False,300
